SJSJ,CLDBS,ZXYGZ,ZXYGF,ZXYGP,ZXYGG,ZXYGJ,ZXWGZ,FXYGZ,FXYGF,FXYGP,FXYGG,FXYGJ,FXWGZ
2020-03-23,11538314000.0,19915.371,5312.8545,7863.855,6738.653,0.0,2986.6975,0.0,0.0,0.0,0.0,0.0,0.13
2020-03-24,11538314000.0,19919.172,5314.476,7865.866,6738.817,0.0,2987.4338,0.0,0.0,0.0,0.0,0.0,0.13
2020-03-25,11538314000.0,19928.121,5318.1553,7870.9595,6738.995,0.0,2990.0154,0.0,0.0,0.0,0.0,0.0,0.13
2020-03-26,11538314000.0,19941.629,5323.193,7879.2407,6739.19,0.0,2993.372,0.0,0.0,0.0,0.0,0.0,0.13
2020-03-27,11538314000.0,19961.19,5330.431,7891.1914,6739.5625,0.0,2997.0862,0.0,0.0,0.0,0.0,0.0,0.13
2020-03-28,11538314000.0,19982.207,5337.6064,7904.608,6739.983,0.0,3000.941,0.0,0.0,0.0,0.0,0.0,0.13
2020-03-29,11538314000.0,20003.242,5344.6216,7918.09,6740.5215,0.0,3004.5642,0.0,0.0,0.0,0.0,0.0,0.13
2020-03-30,11538314000.0,20023.922,5350.8047,7934.529,6738.578,0.0,3010.3142,0.0,0.0,0.0,0.0,0.0,0.14666666
2020-03-31,11538314000.0,20046.742,5357.3594,7962.0645,6727.3135,0.0,3026.3142,0.0,0.0,0.0,0.0,0.0,0.23
2020-04-01,11538314000.0,20068.574,5364.8413,7975.9136,6727.814,0.0,3029.7705,0.0,0.0,0.0,0.0,0.0,0.23
2020-04-02,11538314000.0,20092.078,5371.2695,7985.758,6735.048,0.0,3035.888,0.0,0.0,0.0,0.0,0.0,0.23
2020-04-03,11538314000.0,20100.506,5373.486,7988.593,6738.426,0.0,3037.9883,0.0,0.0,0.0,0.0,0.0,0.23
2020-04-04,11538314000.0,20115.232,5377.7876,7993.318,6744.1235,0.0,3042.4922,0.0,0.0,0.0,0.0,0.0,0.23
2020-04-05,11538314000.0,20124.94,5381.3623,7996.7456,6746.833,0.0,3045.4766,0.0,0.0,0.0,0.0,0.0,0.23
2020-04-06,11538314000.0,20126.738,5382.1924,7997.463,6747.0825,0.0,3046.0093,0.0,0.0,0.0,0.0,0.0,0.23
2020-04-07,11538314000.0,20131.314,5383.0024,7998.956,6749.356,0.0,3046.9907,0.0,0.0,0.0,0.0,0.0,0.23
2020-04-08,11538314000.0,20132.586,5383.1167,7999.5127,6749.9526,0.0,3047.4412,0.0,0.0,0.0,0.0,0.0,0.23
2020-04-09,11538314000.0,20134.586,5384.319,8000.2734,6749.993,0.0,3048.1199,0.0,0.0,0.0,0.0,0.0,0.23
2020-04-10,11538314000.0,20153.879,5389.755,8006.9595,6757.166,0.0,3053.708,0.0,0.0,0.0,0.0,0.0,0.23
2020-04-11,11538314000.0,20177.16,5395.965,8015.2017,6765.9927,0.0,3060.569,0.0,0.0,0.0,0.0,0.0,0.23
2020-04-12,11538314000.0,20199.684,5400.878,8023.6094,6775.1963,0.0,3066.275,0.0,0.0,0.0,0.0,0.0,0.23
2020-04-13,11538314000.0,20234.197,5409.2856,8037.2686,6787.647,0.0,3071.7693,0.0,0.0,0.0,0.0,0.0,0.23
2020-04-14,11538314000.0,20272.492,5420.637,8048.306,6803.5464,0.0,3072.8767,0.0,0.0,0.0,0.0,0.0,0.205
2020-04-15,11538314000.0,20292.695,5425.7407,8044.242,6822.6997,0.0,3064.9517,0.0,0.0,0.0,0.0,0.0,0.13416666
2020-04-16,11538314000.0,20312.29,5429.0913,8050.7773,6832.4116,0.0,3067.5288,0.0,0.0,0.0,0.0,0.0,0.13
2020-04-17,11538314000.0,20325.016,5432.5073,8058.2065,6834.288,0.0,3069.5508,0.0,0.0,0.0,0.0,0.0,0.13
2020-04-18,11538314000.0,20361.111,5443.7686,8072.0737,6845.257,0.0,3074.2712,0.0,0.0,0.0,0.0,0.0,0.13
2020-04-19,11538314000.0,20393.426,5453.7793,8083.766,6855.8745,0.0,3077.6355,0.0,0.0,0.0,0.0,0.0,0.13
2020-04-20,11538314000.0,20423.51,5461.5034,8093.719,6868.2817,0.0,3082.1067,0.0,0.0,0.0,0.0,0.0,0.13
2020-04-21,11538314000.0,20447.623,5466.5127,8103.113,6877.988,0.0,3086.0613,0.0,0.0,0.0,0.0,0.0,0.13
2020-04-22,11538314000.0,20479.008,5475.5527,8114.198,6889.25,0.0,3091.3142,0.0,0.0,0.0,0.0,0.0,0.13
2020-04-23,11538314000.0,20518.186,5485.975,8128.4263,6903.7803,0.0,3097.1174,0.0,0.0,0.0,0.0,0.0,0.13
2020-04-24,11538314000.0,20561.07,5497.107,8144.11,6919.8447,0.0,3101.5884,0.0,0.0,0.0,0.0,0.0,0.13
2020-04-25,11538314000.0,20595.336,5505.208,8156.162,6933.956,0.0,3106.7788,0.0,0.0,0.0,0.0,0.0,0.13
2020-04-26,11538314000.0,20628.604,5512.4067,8168.109,6948.082,0.0,3112.0342,0.0,0.0,0.0,0.0,0.0,0.13
2020-04-27,11538314000.0,20642.572,5516.8184,8173.546,6952.2017,0.0,3113.8757,0.0,0.0,0.0,0.0,0.0,0.13
2020-04-28,11538314000.0,20666.164,5522.6875,8182.314,6961.1553,0.0,3118.6992,0.0,0.0,0.0,0.0,0.0,0.13
2020-04-29,11538314000.0,20707.426,5533.898,8198.096,6975.425,0.0,3124.8738,0.0,0.0,0.0,0.0,0.0,0.13
2020-04-30,11538314000.0,20754.193,5546.5684,8216.045,6991.569,0.0,3129.7507,0.0,0.0,0.0,0.0,0.0,0.13
2020-05-01,11538314000.0,20799.727,5557.4824,8249.322,6992.9185,0.0,3150.961,0.0,0.0,0.0,0.0,0.0,0.23
2020-05-02,11538314000.0,20839.957,5568.167,8263.993,7007.7964,0.0,3155.4097,0.0,0.0,0.0,0.0,0.0,0.23
2020-05-03,11538314000.0,20857.123,5572.6978,8271.644,7012.7793,0.0,3158.3845,0.0,0.0,0.0,0.0,0.0,0.23
2020-05-04,11538314000.0,20867.162,5575.84,8276.13,7015.1943,0.0,3160.3047,0.0,0.0,0.0,0.0,0.0,0.23
2020-05-05,11538314000.0,20868.686,5576.1904,8276.974,7015.523,0.0,3160.6785,0.0,0.0,0.0,0.0,0.0,0.23
2020-05-06,11538314000.0,20871.574,5576.8936,8278.107,7016.567,0.0,3161.0896,0.0,0.0,0.0,0.0,0.0,0.23
2020-05-07,11538314000.0,20875.176,5577.7075,8279.519,7017.9526,0.0,3161.573,0.0,0.0,0.0,0.0,0.0,0.23
2020-05-08,11538314000.0,20878.893,5578.7476,8281.075,7019.064,0.0,3162.1133,0.0,0.0,0.0,0.0,0.0,0.23
2020-05-09,11538314000.0,20882.613,5579.7197,8282.584,7020.309,0.0,3162.5962,0.0,0.0,0.0,0.0,0.0,0.23
2020-05-10,11538314000.0,20887.457,5580.943,8284.784,7021.7354,0.0,3163.34,0.0,0.0,0.0,0.0,0.0,0.23
2020-05-11,11538314000.0,20894.125,5582.883,8287.703,7023.5337,0.0,3164.7664,0.0,0.0,0.0,0.0,0.0,0.23
2020-05-12,11538314000.0,20900.113,5584.8413,8290.191,7025.0806,0.0,3166.1492,0.0,0.0,0.0,0.0,0.0,0.23
2020-05-13,11538314000.0,20915.574,5588.9155,8296.576,7030.087,0.0,3170.5984,0.0,0.0,0.0,0.0,0.0,0.23
2020-05-14,11538314000.0,20937.824,5594.728,8304.554,7038.5464,0.0,3177.1587,0.0,0.0,0.0,0.0,0.0,0.23
2020-05-15,11538314000.0,20955.043,5598.0923,8310.429,7046.5156,0.0,3181.9834,0.0,0.0,0.0,0.0,0.0,0.23
2020-05-16,11538314000.0,20977.28,5603.3345,8318.737,7055.207,0.0,3188.4766,0.0,0.0,0.0,0.0,0.0,0.23
2020-05-17,11538314000.0,21003.137,5610.3755,8328.337,7064.4214,0.0,3196.2175,0.0,0.0,0.0,0.0,0.0,0.23
2020-05-18,11538314000.0,21039.172,5620.0396,8328.586,7090.5405,0.0,3190.0603,0.0,0.0,0.0,0.0,0.0,0.1425
2020-05-19,11538314000.0,21076.33,5628.516,8343.157,7104.649,0.0,3196.152,0.0,0.0,0.0,0.0,0.0,0.1425
2020-05-20,11538314000.0,21104.355,5635.419,8368.116,7100.819,0.0,3213.6055,0.0,0.0,0.0,0.0,0.0,0.23
2020-05-21,11538314000.0,21138.957,5645.597,8381.345,7112.014,0.0,3217.2192,0.0,0.0,0.0,0.0,0.0,0.23
2020-05-22,11538314000.0,21165.346,5651.7554,8390.657,7122.9277,0.0,3221.201,0.0,0.0,0.0,0.0,0.0,0.23
2020-05-23,11538314000.0,21192.004,5660.2275,8386.155,7145.6074,0.0,3211.346,0.0,0.0,0.0,0.0,0.0,0.13
2020-05-24,11538314000.0,21237.28,5672.98,8404.376,7159.9126,0.0,3217.8171,0.0,0.0,0.0,0.0,0.0,0.13
2020-05-25,11538314000.0,21283.502,5685.71,8422.002,7175.7817,0.0,3222.1008,0.0,0.0,0.0,0.0,0.0,0.13
2020-05-26,11538314000.0,21329.57,5698.334,8439.993,7191.2334,0.0,3226.5432,0.0,0.0,0.0,0.0,0.0,0.13
2020-05-27,11538314000.0,21365.398,5709.855,8453.389,7202.1426,0.0,3232.8984,0.0,0.0,0.0,0.0,0.0,0.13
2020-05-28,11538314000.0,21403.34,5719.621,8467.955,7215.752,0.0,3238.9607,0.0,0.0,0.0,0.0,0.0,0.13
2020-05-29,11538314000.0,21447.445,5731.2896,8485.255,7230.8936,0.0,3243.829,0.0,0.0,0.0,0.0,0.0,0.13
2020-05-30,11538314000.0,21491.188,5743.77,8502.228,7245.184,0.0,3249.2942,0.0,0.0,0.0,0.0,0.0,0.13
2020-05-31,11538314000.0,21537.451,5756.1377,8520.649,7260.654,0.0,3255.1833,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-01,11538314000.0,21583.121,5767.8296,8538.56,7276.725,0.0,3260.4783,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-02,11538314000.0,21622.857,5778.2754,8554.872,7289.7026,0.0,3265.733,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-03,11538314000.0,21662.08,5789.777,8570.782,7301.514,0.0,3270.792,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-04,11538314000.0,21700.102,5800.0483,8584.973,7315.072,0.0,3275.4958,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-05,11538314000.0,21726.758,5807.506,8594.643,7324.598,0.0,3281.205,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-06,11538314000.0,21760.518,5817.884,8609.01,7333.618,0.0,3287.3374,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-07,11538314000.0,21800.633,5829.7876,8626.948,7343.883,0.0,3292.7383,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-08,11538314000.0,21839.625,5840.746,8643.994,7354.8687,0.0,3297.6155,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-10,11538314000.0,21921.062,5860.2124,8677.004,7383.837,0.0,3306.2246,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-11,11538314000.0,21958.852,5869.9834,8692.213,7396.6494,0.0,3311.11,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-12,11538314000.0,22002.324,5881.0264,8709.41,7411.8784,0.0,3315.9028,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-13,11538314000.0,22041.924,5890.8716,8724.951,7426.092,0.0,3320.5745,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-14,11538314000.0,22078.605,5901.8706,8739.047,7437.682,0.0,3324.3408,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-15,11538314000.0,22114.861,5911.013,8752.574,7451.2705,0.0,3326.5916,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-16,11538314000.0,22157.379,5922.084,8769.64,7465.65,0.0,3329.297,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-17,11538314000.0,22192.646,5931.166,8784.873,7476.592,0.0,3334.2688,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-18,11538314000.0,22233.979,5942.759,8801.853,7489.351,0.0,3338.237,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-19,11538314000.0,22276.367,5953.8594,8818.452,7504.04,0.0,3343.6614,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-20,11538314000.0,22319.582,5965.482,8835.416,7518.67,0.0,3347.644,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-21,11538314000.0,22361.332,5976.948,8851.547,7532.828,0.0,3351.812,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-22,11538314000.0,22403.316,5987.8076,8867.729,7547.7686,0.0,3357.5176,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-23,11538314000.0,22442.006,5996.093,8883.416,7562.487,0.0,3364.0579,0.0,0.0,0.0,0.0,0.0,0.13
2020-06-24,11538314000.0,22484.68,6006.031,8911.69,7566.9565,0.0,3384.865,0.0,0.0,0.0,0.0,0.0,0.205
2020-06-25,11538314000.0,22529.406,6017.5933,8932.977,7578.839,0.0,3395.0715,0.0,0.0,0.0,0.0,0.0,0.23
2020-06-26,11538314000.0,22574.137,6029.5845,8950.527,7594.0225,0.0,3398.9763,0.0,0.0,0.0,0.0,0.0,0.23
2020-06-27,11538314000.0,22618.377,6041.755,8967.627,7608.999,0.0,3401.8962,0.0,0.0,0.0,0.0,0.0,0.23
2020-06-28,11538314000.0,22662.908,6053.3965,8985.088,7624.4272,0.0,3405.6072,0.0,0.0,0.0,0.0,0.0,0.23
2020-06-29,11538314000.0,22706.033,6064.498,9002.23,7639.304,0.0,3411.2837,0.0,0.0,0.0,0.0,0.0,0.23
2020-06-30,11538314000.0,22748.635,6075.18,9018.971,7654.484,0.0,3416.461,0.0,0.0,0.0,0.0,0.0,0.23
2020-07-01,11538314000.0,22793.664,6089.094,9021.279,7683.2827,0.0,3403.8418,0.0,0.0,0.0,0.0,0.0,0.13
2020-07-02,11538314000.0,22837.932,6100.806,9038.862,7698.251,0.0,3410.6157,0.0,0.0,0.0,0.0,0.0,0.13
2020-07-04,11538314000.0,22927.066,6125.517,9073.936,7727.5986,0.0,3423.8037,0.0,0.0,0.0,0.0,0.0,0.13
2020-07-05,11538314000.0,22972.494,6137.6436,9091.734,7743.105,0.0,3429.7188,0.0,0.0,0.0,0.0,0.0,0.13
2020-07-06,11538314000.0,23016.105,6148.221,9109.624,7758.2505,0.0,3436.4924,0.0,0.0,0.0,0.0,0.0,0.13
2020-07-08,11538314000.0,23107.258,6173.0527,9145.105,7789.087,0.0,3448.8945,0.0,0.0,0.0,0.0,0.0,0.13
2020-07-10,11538314000.0,23196.525,6196.2085,9183.936,7816.3735,0.0,3465.0554,0.0,0.0,0.0,0.0,0.0,0.15083332
2020-07-11,11538314000.0,23239.781,6206.1963,9213.112,7820.475,0.0,3486.1084,0.0,0.0,0.0,0.0,0.0,0.23
2020-07-13,11538314000.0,23328.557,6229.7236,9248.153,7850.6836,0.0,3495.586,0.0,0.0,0.0,0.0,0.0,0.23
2020-07-14,11538314000.0,23373.146,6241.865,9265.922,7865.357,0.0,3501.3633,0.0,0.0,0.0,0.0,0.0,0.23
2020-07-15,11538314000.0,23416.256,6254.207,9282.963,7879.0874,0.0,3506.9746,0.0,0.0,0.0,0.0,0.0,0.23
2020-07-16,11538314000.0,23459.348,6265.898,9299.421,7894.032,0.0,3513.296,0.0,0.0,0.0,0.0,0.0,0.23
2020-07-17,11538314000.0,23502.129,6276.999,9316.055,7909.076,0.0,3520.451,0.0,0.0,0.0,0.0,0.0,0.23
2020-07-18,11538314000.0,23544.035,6287.7695,9332.515,7923.7476,0.0,3527.043,0.0,0.0,0.0,0.0,0.0,0.23
2020-07-19,11538314000.0,23586.799,6299.0024,9349.051,7938.747,0.0,3532.849,0.0,0.0,0.0,0.0,0.0,0.23
2020-07-20,11538314000.0,23630.135,6309.088,9367.197,7953.85,0.0,3538.9653,0.0,0.0,0.0,0.0,0.0,0.23
2020-07-22,11538314000.0,23712.0,6329.4067,9398.741,7983.849,0.0,3552.0945,0.0,0.0,0.0,0.0,0.0,0.23
2020-07-23,11538314000.0,23756.0,6342.0327,9416.442,7997.534,0.0,3559.3208,0.0,0.0,0.0,0.0,0.0,0.23
2020-07-24,11538314000.0,23799.305,6354.0195,9433.408,8011.877,0.0,3566.2634,0.0,0.0,0.0,0.0,0.0,0.23
